PartNo,Barcode,Size,Diameter,Width,Description,Cap,Bore,Load,Finish,Offset,Backspace,Bolt Pattern1,Bolt Pattern2,Additional Info,Brand,Style,Discontinued,Special,Length,Width,Height,Gross Weight,MSRP,Price,Qty AL,Qty CA,Qty IN,Qty TX,Qty NC,Qty ON,L Pic,XL Pic
181Z7670MBR,886821222773,17X6.5,17,6.5,8-170 MB REAR,C181ZMB-DP,130.8,3650,Matte Black,-143.35,-1.9,8-170,,,VIS-HD,181Z,No,No,0,0,0,0,312.95,223.43,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7670MF,886821222438,17X6.5,17,6.5,8-170 MCH FRT,C181Z-1F,130.8,3650,Machined,121.35,8.6,8-170,,,VIS-HD,181Z,No,No,0,0,0,0,302.11,215.71,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7670MR,886821222506,17X6.5,17,6.5,8-170 MCH REAR,C181Z-DP,130.8,3650,Machined,-143.35,-1.9,8-170,,,VIS-HD,181Z,No,No,0,0,0,0,312.95,223.43,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7679CF,886821222599,17X6.5,17,6.5,8-210 CHR FRT,C181Z-210F,154.2,3650,Chrome,121.35,8.6,8-210,,,VIS-HD,181Z,No,No,0,0,0,0,395.58,282.45,0,8,8,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_front_std_500_5522.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_front_std_1000_8397.jpg
181Z7679CR,886821222650,17X6.5,17,6.5,8-210 CHR REAR,C181Z-210R,154.2,3650,Chrome,-143.35,-1.9,8-210,,,VIS-HD,181Z,No,No,0,0,0,0,417.27,297.92,0,8,10,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7679MBF,886821222728,17X6.5,17,6.5,8-210 MB FRT,C181ZMB-210F,154.2,3650,Matte Black,121.35,8.6,8-210,,,VIS-HD,181Z,No,No,19.5,19.5,13,34.08,302.11,215.71,0,6,9,0,0,4,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7679MBR,886821222797,17X6.5,17,6.5,8-210 MB REAR,C181ZMB-210R,154.2,3650,Matte Black,-143.35,-1.9,8-210,,,VIS-HD,181Z,No,No,19.5,19.5,13,35.08,312.95,223.43,0,8,12,0,0,4,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7679MF,886821222452,17X6.5,17,6.5,8-210 MCH FRT,C181Z-210F,154.2,3650,Machined,121.35,8.6,8-210,,,VIS-HD,181Z,No,No,19.75,19.75,13,33.02,302.11,215.71,0,0,4,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7679MR,886821222520,17X6.5,17,6.5,8-210 MCH REAR,C181Z-210R,154.2,3650,Machined,-143.35,-1.9,8-210,,,VIS-HD,181Z,No,No,19.75,19.75,13,34.68,312.95,223.43,0,0,6,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7680CF,886821222582,17X6.5,17,6.5,8-200 CHR FRT,C181Z-2F,145.5,3650,Chrome,121.35,8.6,8-200,,,VIS-HD,181Z,No,No,19.5,19.5,13,34.98,395.58,282.45,0,0,4,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_front_std_500_5522.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_front_std_1000_8397.jpg
181Z7680CR,886821222643,17X6.5,17,6.5,8-200 CHR REAR,C181Z-2R,145.5,3650,Chrome,-143.35,-1.9,8-200,,,VIS-HD,181Z,No,No,19.5,19.5,13,36.18,417.27,297.92,0,0,6,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7680MBF,886821222711,17X6.5,17,6.5,8-200 MB FRT,C181ZMB-2F,145.5,3650,Matte Black,121.35,8.6,8-200,,,VIS-HD,181Z,No,No,19.5,19.5,13,34.72,302.11,215.71,0,5,0,0,0,2,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7680MBR,886821222780,17X6.5,17,6.5,8-200 MB REAR,C181ZMB-2R,145.5,3650,Matte Black,-143.35,-1.9,8-200,,,VIS-HD,181Z,No,No,19.5,19.5,13,30.82,312.95,223.43,0,9,1,0,0,2,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7680MF,886821222445,17X6.5,17,6.5,8-200 MCH FRT,C181Z-2F,145.5,3650,Machined,121.35,8.6,8-200,,,VIS-HD,181Z,No,No,19.5,19.5,13,33.2,302.11,215.71,0,0,0,1,1,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7680MR,886821222513,17X6.5,17,6.5,8-200 MCH REAR,C181Z-2R,145.5,3650,Machined,-143.35,-1.9,8-200,,,VIS-HD,181Z,No,No,19.5,19.5,13,33.9,312.95,223.43,0,0,1,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7681CF,886821222551,17X6.5,17,6.5,8-6.5 CHR FRT,C181Z-1F,125.2,3650,Chrome,121.35,8.6,8-6.5 (8-165.1),,,VIS-HD,181Z,No,No,19.5,19.5,13,35.42,395.58,282.45,0,0,0,0,0,2,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_front_std_500_5522.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_front_std_1000_8397.jpg
181Z7681CR,886821222629,17X6.5,17,6.5,8-6.5 CHR REAR,C181Z-DP,125.2,3650,Chrome,-143.35,-1.9,8-6.5 (8-165.1),,,VIS-HD,181Z,No,No,19.5,19.5,13,36.62,417.27,297.92,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7681MBF,886821222698,17X6.5,17,6.5,8-6.5 MB FRT,C181ZMB-1F,125.2,3650,Matte Black,121.35,8.6,8-6.5 (8-165.1),,,VIS-HD,181Z,No,No,19.5,19.5,13,34.98,302.11,215.71,2,27,1,0,4,2,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7681MBR,886821222759,17X6.5,17,6.5,8-6.5 MB REAR,C181ZMB-DP,125.2,3650,Matte Black,-143.35,-1.9,8-6.5 (8-165.1),,,VIS-HD,181Z,No,No,19.5,19.5,13,35.78,312.95,223.43,0,32,5,0,4,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7681MF,886821222421,17X6.5,17,6.5,8-6.5 MCH FRT,C181Z-1F,125.2,3650,Machined,121.35,8.6,8-6.5 (8-165.1),,,VIS-HD,181Z,No,No,19.5,19.5,13,34,302.11,215.71,0,0,21,0,0,4,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z7681MR,886821222490,17X6.5,17,6.5,8-6.5  MCH REAR,C181Z-DP,125.2,3650,Machined,-143.35,-1.9,8-6.5 (8-165.1),,,VIS-HD,181Z,No,No,19.75,19.75,13,35.96,312.95,223.43,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9670CF,886821221424,19.5X6.75,19.5,6.75,8-170 CHR FRT,C181Z-1F,125.2,4300,Chrome,102,8.14,8-170,,Fits '99 to '04 Ford,VIS-HD,181Z,No,No,0,0,0,0,580.51,414.49,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_front_std_500_5522.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_front_std_1000_8397.jpg
181Z9670CFNR,886821221899,19.5X6.75,19.5,6.75,8-170 CHR FRT,C181Z-1F,125.2,4300,Chrome,102,8.14,8-170,,Fits '99 to '04 Ford/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,580.51,414.49,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_front_std_500_5522.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_front_std_1000_8397.jpg
181Z9670CR,886821221509,19.5X6.75,19.5,6.75,8-170 CHR REAR,C181Z-DP,125.2,4300,Chrome,-143,-1.5,8-170,,Fits '99 to '04 Ford,VIS-HD,181Z,No,No,0,0,0,0,587.97,419.81,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9670CRNR,886821221974,19.5X6.75,19.5,6.75,8-170 CHR REAR,C181Z-DP,125.2,4300,Chrome,-143,-1.5,8-170,,Fits '99 to '04 Ford/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,587.97,419.81,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9670MBF,886821222209,19.5X6.75,19.5,6.75,8-170 MB FRT,C181ZMB-1F,125.2,4300,Matte Black,102,8.14,8-170,,Fits '99 to '04 Ford,VIS-HD,181Z,No,No,0,0,0,0,382.04,272.79,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9670MBFNR,886821222049,19.5X6.75,19.5,6.75,8-170 MB FRT,C181ZMB-1F,125.2,4300,Matte Black,102,8.14,8-170,,Fits '99 to '04 Ford/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,382.04,272.79,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9670MBIR,886821221653,19.5X6.75,19.5,6.75,8-170 MB INNER REAR WHL,NA,125.2,4300,Matte Black,102,8.14,8-170,,Fits '99 to '04 Ford,VIS-HD,181Z,No,No,0,0,0,0,388.82,277.61,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9670MBR,886821221585,19.5X6.75,19.5,6.75,8-170 MB REAR,C181ZMB-DP,125.2,4300,Matte Black,-143,-1.5,8-170,,Fits '99 to '04 Ford,VIS-HD,181Z,No,No,0,0,0,0,388.82,277.61,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9670MBRNR,886821222124,19.5X6.75,19.5,6.75,8-170 MB REAR,C181ZMB-DP,125.2,4300,Matte Black,-143,-1.5,8-170,,Fits '99 to '04 Ford/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,388.82,277.61,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9670MF,886821221271,19.5X6.75,19.5,6.75,8-170 MCH FRT,C181Z-1F,125.2,4300,Machined,102,8.14,8-170,,Fits '99 to '04 Ford,VIS-HD,181Z,No,No,0,0,0,0,382.04,272.79,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9670MFNR,886821221738,19.5X6.75,19.5,6.75,8-170 MCH FRT,C181Z-1F,125.2,4300,Machined,102,8.14,8-170,,Fits '99 to '04 Ford/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,382.04,272.79,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9670MR,886821221349,19.5X6.75,19.5,6.75,8-170 MCH REAR,C181Z-DP,125.2,4300,Machined,-143,-1.5,8-170,,Fits '99 to '04 Ford,VIS-HD,181Z,No,No,0,0,0,0,388.82,277.61,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9670MRNR,886821221813,19.5X6.75,19.5,6.75,8-170 MCH REAR,C181Z-DP,125.2,4300,Machined,-143,-1.5,8-170,,Fits '99 to '04 Ford/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,388.82,277.61,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9679CF,886821221448,19.5X6.75,19.5,6.75,8-210 CHR FRT,C181Z-210F,154.2,4300,Chrome,102,8.14,8-210,,Fits '11 and Up GM,VIS-HD,181Z,No,No,0,0,0,0,580.51,414.49,10,0,8,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_front_std_500_5522.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_front_std_1000_8397.jpg
181Z9679CFNR,886821221912,19.5X6.75,19.5,6.75,8-210 CHR FRT,C181Z-210F,154.2,4300,Chrome,102,8.14,8-210,,Fits '11 and Up GM/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,580.51,414.49,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_front_std_500_5522.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_front_std_1000_8397.jpg
181Z9679CR,886821221523,19.5X6.75,19.5,6.75,8-210 CHR REAR,C181Z-210R,154.2,4300,Chrome,-143,-1.5,8-210,,Fits '11 and Up GM,VIS-HD,181Z,No,No,0,0,0,0,587.97,419.81,9,2,8,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9679CRNR,886821221998,19.5X6.75,19.5,6.75,8-210 CHR REAR,C181Z-210R,154.2,4300,Chrome,-143,-1.5,8-210,,Fits '11 and Up GM/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,587.97,419.81,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9679MBF,886821222223,19.5X6.75,19.5,6.75,8-210 MB FRT,C181ZMB-210F,154.2,4300,Matte Black,102,8.14,8-210,,Fits '11 and Up GM,VIS-HD,181Z,No,No,22,22,12,43,382.04,272.79,36,36,1,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9679MBFNR,886821222070,19.5X6.75,19.5,6.75,8-210 MB FRT,C181ZMB-210F,154.2,4300,Matte Black,102,8.14,8-210,,Fits '11 and Up GM/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,382.04,272.79,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9679MBIR,886821221684,19.5X6.75,19.5,6.75,8-210 MB INNER REAR WHL,NA,154.2,4300,Matte Black,102,8.14,8-210,,Fits '11 and Up GM,VIS-HD,181Z,No,No,21.5,21.5,12,42.3,388.82,277.61,32,8,36,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9679MBR,886821221608,19.5X6.75,19.5,6.75,8-210 MB REAR,C181ZMB-210R,154.2,4300,Matte Black,-143,-1.5,8-210,,Fits '11 and Up GM,VIS-HD,181Z,No,No,22,22,12,42.7,388.82,277.61,36,34,1,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9679MBRNR,886821222148,19.5X6.75,19.5,6.75,8-210 MB REAR,C181ZMB-210R,154.2,4300,Matte Black,-143,-1.5,8-210,,Fits '11 and Up GM/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,388.82,277.61,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9679MF,886821221295,19.5X6.75,19.5,6.75,8-210 MCH FRT,C181Z-210F,154.2,4300,Machined,102,8.14,8-210,,Fits '11 and Up GM,VIS-HD,181Z,No,No,21.5,21.5,12,41.6,382.04,272.79,6,23,5,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9679MFNR,886821221752,19.5X6.75,19.5,6.75,8-210 MCH FRT,C181Z-210F,154.2,4300,Machined,102,8.14,8-210,,Fits '11 and Up GM/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,382.04,272.79,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9679MR,886821221370,19.5X6.75,19.5,6.75,8-210 MCH REAR,C181Z-210R,154.2,4300,Machined,-143,-1.5,8-210,,Fits '11 and Up GM,VIS-HD,181Z,No,No,21.5,21.5,12,42.7,388.82,277.61,4,28,7,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9679MRNR,886821221837,19.5X6.75,19.5,6.75,8-210 MCH REAR,C181Z-210R,154.2,4300,Machined,-143,-1.5,8-210,,Fits '11 and Up GM/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,388.82,277.61,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9680CF,886821221431,19.5X6.75,19.5,6.75,8-200 CHR FRT,C181Z-2F,142.1,4300,Chrome,102,8.14,8-200,,Fits '05 and Up Ford,VIS-HD,181Z,No,No,0,0,0,0,580.51,414.49,0,14,6,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_front_std_500_5522.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_front_std_1000_8397.jpg
181Z9680CFNR,886821221905,19.5X6.75,19.5,6.75,8-200 CHR FRT,C181Z-2F,142.1,4300,Chrome,102,8.14,8-200,,Fits '05 and Up Ford /No Rivets,VIS-HD,181Z,No,No,0,0,0,0,580.51,414.49,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_front_std_500_5522.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_front_std_1000_8397.jpg
181Z9680CR,886821221516,19.5X6.75,19.5,6.75,8-200 CHR REAR,C181Z-2R,142.1,4300,Chrome,-143,-1.5,8-200,,Fits '05 and Up Ford,VIS-HD,181Z,No,No,0,0,0,0,587.97,419.81,0,14,6,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9680CRNR,886821221981,19.5X6.75,19.5,6.75,8-200 CHR REAR,C181Z-2R,142.1,4300,Chrome,-143,-1.5,8-200,,Fits '05 and Up Ford /No Rivets,VIS-HD,181Z,No,No,0,0,0,0,587.97,419.81,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9680MBF,886821222216,19.5X6.75,19.5,6.75,8-200 MB FRT,C181ZMB-2F,142.1,4300,Matte Black,102,8.14,8-200,,Fits '05 and Up Ford,VIS-HD,181Z,No,No,21.5,21.5,12.5,43.3,382.04,272.79,23,9,10,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9680MBFNR,886821222056,19.5X6.75,19.5,6.75,8-200 MB FRT,C181ZMB-2F,142.1,4300,Matte Black,102,8.14,8-200,,Fits '05 and Up Ford /No Rivets,VIS-HD,181Z,No,No,0,0,0,0,382.04,272.79,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9680MBIR,886821221677,19.5X6.75,19.5,6.75,8-200 MB INNER REAR WHL,NA,142.1,4300,Matte Black,102,8.14,8-200,,Fits '05 and Up Ford,VIS-HD,181Z,No,No,21.5,21.5,12.5,43.52,388.82,277.61,19,13,4,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9680MBR,886821221592,19.5X6.75,19.5,6.75,8-200 MB REAR,C181ZMB-2R,142.1,4300,Matte Black,-143,-1.5,8-200,,Fits '05 and Up Ford,VIS-HD,181Z,No,No,21.5,21.5,12.5,44.36,388.82,277.61,19,4,7,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
